postal_code,lat,lng
K0A1K9,NA,NA
K0A1L9,NA,NA
K0A1Z0,NA,NA
K0A2B0,NA,NA
K0A2C0,NA,NA
K0A2J0,NA,NA
K0A2L0,NA,NA
K0A2P2,NA,NA
K0A2S0,NA,NA
K0A2T3,NA,NA
K0A2W8,NA,NA
K0A2Z1,NA,NA
K0A3G0,NA,NA
K0A3G1,NA,NA
K0A3P1,NA,NA
K1A0A0,NA,NA
K1A0Y4,NA,NA
K1A1A0,NA,NA
K1A1K0,NA,NA
K1A1N0,NA,NA
K1A1T7,NA,NA
K1B0B5,NA,NA
K1B0X7,NA,NA
K1B1A3,45.43278240000001,-75.5612352
K1B1G0,NA,NA
K1B1K6,NA,NA
K1B1L2,NA,NA
K1B1N7,NA,NA
K1B1V3,NA,NA
K1B4X1,45.4300992,-75.5660389
K1B5B0,NA,NA
K1B5N9,NA,NA
K1B5P9,45.4318362,-75.5626284
K1B5S2,NA,NA
K1B5T2,NA,NA
K1B5V7,NA,NA
K1C0G5,NA,NA
K1C0N1,NA,NA
K1C1K7,NA,NA
K1C1S7,NA,NA
K1C1S9,NA,NA
K1C1W0,NA,NA
K1C2K0,NA,NA
K1C3E2,45.4782311,-75.53639679999999
K1C3E4,45.47780849999999,-75.5366149
K1C3K9,NA,NA
K1C3L5,NA,NA
K1C3L7,NA,NA
K1C3L9,NA,NA
K1C3P2,NA,NA
K1C3R1,NA,NA
K1C3V1,NA,NA
K1C3W2,NA,NA
K1C3Y5,NA,NA
K1C4C6,NA,NA
K1C4E4,NA,NA
K1C4G8,NA,NA
K1C4H7,NA,NA
K1C4H9,NA,NA
K1C4J7,NA,NA
K1C4K5,NA,NA
K1C4K6,NA,NA
K1C4L1,NA,NA
K1C4L5,NA,NA
K1C4L6,NA,NA
K1C4L7,NA,NA
K1C4M3,NA,NA
K1C4P9,NA,NA
K1C4R7,45.4817343,-75.5423031
K1C4S1,45.4812237,-75.5412557
K1C4S3,45.481465,-75.5432738
K1C4S5,45.4814552,-75.543052
K1C4S7,45.48150130000001,-75.54282649999999
K1C4T1,45.481523,-75.54241209999999
K1C4Z8,45.4633473,-75.52668779999999
K1C6E4,45.4513691,-75.5176537
K1C6S8,45.4518011,-75.5297257
K1C6S9,45.45147550000001,-75.5292387
K1C6T2,45.4510288,-75.52926780000001
K1C6T4,45.4526599,-75.52852659999999
K1C6T5,45.4519167,-75.5280033
K1C6T6,45.4521232,-75.5281486
K1C7A6,45.4602376,-75.5096556
K1C7A7,NA,NA
K1C7H4,45.4593686,-75.52465959999999
K1C7H8,45.4799718,-75.5369355
K1C7I8,NA,NA
K1C7K2,45.46463199999999,-75.54159750000001
K1C8H1,NA,NA
K1E0L9,NA,NA
K1E1E0,NA,NA
K1E2Z8,NA,NA
K1E3A3,NA,NA
K1E3B5,NA,NA
K1E3C1,NA,NA
K1E3C2,NA,NA
K1E3W4,45.465874,-75.49538199999999
K1E3Y3,45.48354339999999,-75.5024842
K1G1J0,NA,NA
K1G1K0,NA,NA
K1G1S0,NA,NA
K1G2P0,NA,NA
K1G3H6,45.4123936,-75.6566531
K1G3H8,45.4123936,-75.6566531
K1G3J1,45.4123936,-75.6566531
K1G3J7,NA,NA
K1G3K4,NA,NA
K1G3M2,NA,NA
K1G3N3,NA,NA
K1G3N5,NA,NA
K1G3N7,NA,NA
K1G3T8,45.4123936,-75.6566531
K1G3T9,45.4123936,-75.6566531
K1G3V1,45.4123936,-75.6566531
K1G3V2,45.4123936,-75.6566531
K1G3Z5,NA,NA
K1G4V1,NA,NA
K1G4V6,45.3708766,-75.6209909
K1G4V8,45.3707644,-75.6224536
K1G4W1,45.3703234,-75.6222281
K1G4W2,45.3700912,-75.62129329999999
K1G4W3,45.3704307,-75.6210188
K1G4Y9,NA,NA
K1G5B5,45.3690515,-75.6161053
K1G5B8,45.3693541,-75.61700400000001
K1G5B9,45.36907290000001,-75.6171483
K1G5C1,45.3684452,-75.6172193
K1G5C2,45.3686781,-75.61669839999999
K1G5K9,45.40052559999999,-75.6242646
K1G5R1,45.36624399999999,-75.6187497
K1G5R5,45.3673204,-75.6177963
K1G5S1,NA,NA
K1G5T7,45.4089773,-75.6574966
K1G6B7,45.4172325,-75.6346899
K1G6F6,NA,NA
K1G6Z9,NA,NA
K1H0A5,NA,NA
K1H0G6,NA,NA
K1H0M8,NA,NA
K1H1A1,45.3855294,-75.6793137
K1H1G0,NA,NA
K1H1G7,NA,NA
K1H1R5,NA,NA
K1H2B8,NA,NA
K1J0C5,45.4303418,-75.6109458
K1J0C6,NA,NA
K1J0G9,NA,NA
K1J0H7,NA,NA
K1J0K3,NA,NA
K1J0T4,NA,NA
K1J0V6,NA,NA
K1J1K0,NA,NA
K1J1L7,NA,NA
K1J1T0,NA,NA
K1J1X3,NA,NA
K1J6B7,NA,NA
K1J6M4,NA,NA
K1J8M0,45.45156,-75.59769
K1J8Y2,NA,NA
K1J9G9,45.4632509,-75.5792817
K1J9L9,45.4524196,-75.59723199999999
K1J9M7,45.4524196,-75.59723199999999
K1J9R7,NA,NA
K1K0A1,45.458538,-75.62679469999999
K1K0A2,NA,NA
K1K0J2,NA,NA
K1K0K8,NA,NA
K1K0K9,45.4547985,-75.6269007
K1K0L3,NA,NA
K1K0L4,NA,NA
K1K0L5,NA,NA
K1K0L6,NA,NA
K1K0M1,NA,NA
K1K0N3,NA,NA
K1K0N4,NA,NA
K1K0N5,NA,NA
K1K0P1,45.4504376,-75.627426
K1K0P2,45.4520097,-75.62973819999999
K1K0P5,NA,NA
K1K0P9,NA,NA
K1K0R8,45.4461709,-75.6486157
K1K0X5,NA,NA
K1K1S0,NA,NA
K1K1V1,45.44421879999999,-75.6345346
K1K2C4,45.4209733,-75.64282109999999
K1K2E1,45.4519358,-75.6221316
K1K2E2,NA,NA
K1K2E4,NA,NA
K1K2H5,NA,NA
K1K2H7,NA,NA
K1K2H8,NA,NA
K1K2H9,NA,NA
K1K2J1,NA,NA
K1K2J2,NA,NA
K1K2J7,NA,NA
K1K2N0,45.44175000000001,-75.64608009999999
K1K2T8,45.4538038,-75.6490326
K1K2V6,45.4515829,-75.6513253
K1K2W0,NA,NA
K1K3X5,45.4439576,-75.64773799999999
K1K4E3,45.4467088,-75.62702399999999
K1K4G6,45.4226414,-75.6570361
K1K4J3,45.44189129999999,-75.6450763
K1K4J4,45.44189129999999,-75.6450763
K1K4K4,45.442678,-75.64477409999999
K1K4K6,45.4537635,-75.6510642
K1K4L8,45.4228767,-75.6374757
K1K4N0,NA,NA
K1K4P3,45.4463822,-75.6294542
K1L0K4,NA,NA
K1L0R8,NA,NA
K1L1A1,45.436345,-75.6603758
K1L1C2,NA,NA
K1L1E8,NA,NA
K1L1G8,NA,NA
K1L1K8,NA,NA
K1L1L0,NA,NA
K1L1L3,NA,NA
K1L1M6,NA,NA
K1L1R8,NA,NA
K1L5C4,45.4436298,-75.65720309999999
K1L6N9,45.4321174,-75.65429879999999
K1L7Y5,NA,NA
K1L8C4,45.4290572,-75.6679187
K1L8E4,45.4355633,-75.6659999
K1L8E7,45.4306534,-75.66338619999999
K1L8M4,NA,NA
K1M0E7,45.448197,-75.6838593
K1M0E8,45.4488809,-75.6845149
K1M0E9,45.4499532,-75.6852736
K1M0G1,45.4514963,-75.686194
K1M0S8,45.4491681,-75.6723611
K1M1C0,NA,NA
K1M1M0,NA,NA
K1M2H9,45.4389839,-75.6775128
K1N0N9,NA,NA
K1N0W8,NA,NA
K1N1A3,45.4299301,-75.682688
K1N1B4,NA,NA
K1N1C5,45.4256725,-75.6919391
K1N1C9,45.4213329,-75.67086139999999
K1N1N7,NA,NA
K1N1S8,NA,NA
K1N1T4,NA,NA
K1N1Y1,NA,NA
K1N1Y3,NA,NA
K1N5B0,NA,NA
K1N5K8,45.4326665,-75.687969
K1N5L6,NA,NA
K1N5Y0,NA,NA
K1N6A9,45.4276786,-75.6864981
K1N6H8,NA,NA
K1N6V1,45.4223233,-75.679794
K1N6V3,45.4227611,-75.6788174
K1N7R6,45.42898719999999,-75.68382199999999
K1N8D6,NA,NA
K1N8N2,NA,NA
K1N8N3,NA,NA
K1N8P2,NA,NA
K1N8V3,45.4287398,-75.6815886
K1N8V4,45.4287398,-75.6815886
K1N8V5,45.4287398,-75.6815886
K1N9A6,45.4228766,-75.6841298
K1N9A7,45.4227425,-75.6824915
K1N9H1,45.4287398,-75.6815886
K1N9H8,45.4336319,-75.6884805
K1N9N5,45.4299301,-75.682688
K1N9P4,45.4299301,-75.682688
K1P0G5,NA,NA
K1P0H9,NA,NA
K1P0J4,NA,NA
K1P1A1,45.4207394,-75.70148089999999
K1P1B1,45.4214096,-75.6973254
K1P5A0,45.4234509,-75.6964953
K1P5P6,45.4227216,-75.69791099999999
K1P5P7,45.4227216,-75.69791099999999
K1P5P9,45.4227216,-75.69791099999999
K1P5R1,45.4227216,-75.69791099999999
K1P5R2,45.4227216,-75.69791099999999
K1P5W4,45.4180239,-75.6997732
K1P6C3,45.4227216,-75.69791099999999
K1P6C4,45.4227216,-75.69791099999999
K1R0A4,45.4192376,-75.70676209999999
K1R0E1,NA,NA
K1R0R5,NA,NA
K1R1A1,45.40704540000001,-75.706103
K1R1E5,NA,NA
K1R1V4,NA,NA
K1R5A4,NA,NA
K1R5C9,NA,NA
K1R5E2,NA,NA
K1R5E6,45.4157387,-75.703428
K1R5E9,45.4148074,-75.706712
K1R5V5,NA,NA
K1R6X1,NA,NA
K1R7E2,45.4065005,-75.705503
K1R7E3,45.4060619,-75.7051497
K1R7E4,45.4058679,-75.7050981
K1R7H9,45.40531319999999,-75.7063338
K1R7S9,45.4188464,-75.7054563
K1R7Z1,45.4177374,-75.703814
K1S1C1,45.4103448,-75.6781808
K1S2L0,NA,NA
K1S3N2,NA,NA
K1S5B3,45.4031007,-75.6877995
K1S5B4,45.4031007,-75.6877995
K1S5H8,45.4031007,-75.6877995
K1S5H9,45.4031007,-75.6877995
K1S5J1,45.4031007,-75.6877995
K1S5N1,45.3924607,-75.6822447
K1S5N2,45.3924607,-75.6822447
K1S5O7,NA,NA
K1S5P5,45.4018545,-75.6874322
K1S5W3,45.40383019999999,-75.6824252
K1S5W8,45.408548,-75.67498069999999
K1T0R6,NA,NA
K1T0R7,NA,NA
K1T0R8,NA,NA
K1T0R9,NA,NA
K1T0S1,NA,NA
K1T0S2,NA,NA
K1T0S4,NA,NA
K1T0S5,NA,NA
K1T0S6,NA,NA
K1T0S7,NA,NA
K1T0S8,45.3185843,-75.58934099999999
K1T0S9,NA,NA
K1T0T2,NA,NA
K1T0T3,NA,NA
K1T0T5,NA,NA
K1T0T6,NA,NA
K1T0T7,NA,NA
K1T0T8,NA,NA
K1T0T9,NA,NA
K1T0V3,NA,NA
K1T0W2,NA,NA
K1T0W3,NA,NA
K1T0W4,NA,NA
K1T0X2,NA,NA
K1T125,NA,NA
K1T1X0,NA,NA
K1T2A0,NA,NA
K1T2H6,NA,NA
K1T2H8,NA,NA
K1T2H9,NA,NA
K1T2J5,NA,NA
K1T2J6,NA,NA
K1T2J8,NA,NA
K1T2K2,NA,NA
K1T2K9,NA,NA
K1T2L6,NA,NA
K1T2M5,NA,NA
K1T2V8,45.3609093,-75.6408479
K1T2V9,45.3613693,-75.6415152
K1T2W2,45.3610359,-75.640081
K1T2W3,45.3612689,-75.6395605
K1T2W5,45.3619467,-75.6404672
K1T2W6,45.3616706,-75.6403579
K1T2Y2,45.3576697,-75.6442116
K1T2Y3,45.3580192,-75.64343099999999
K1T2Y6,45.3583967,-75.64404
K1T2Z1,45.3599752,-75.6458397
K1T2Z2,45.3602323,-75.6455075
K1T2Z4,45.3605818,-75.64472669999999
K1T2Z5,45.3602283,-75.644306
K1T3A1,45.3611402,-75.6432373
K1T3A2,45.3613732,-75.6427168
K1T3A3,45.3611021,-75.64235409999999
K1T3A4,45.3606904,-75.6420634
K1T3A5,45.3604333,-75.6423956
K1T3H5,45.3500327,-75.63077229999999
K1T3H6,45.3500327,-75.63077229999999
K1T3H8,45.3500327,-75.63077229999999
K1T3H9,45.3500327,-75.63077229999999
K1T3J1,45.3653388,-75.6301019
K1T3J3,45.3656441,-75.630146
K1T3J5,45.3652935,-75.62887080000002
K1T3J7,45.3657635,-75.6290312
K1T3N3,45.3638734,-75.6288962
K1T3N4,45.364717,-75.62846379999999
K1T3S9,45.3438016,-75.613706
K1T4R9,NA,NA
K1T4T6,NA,NA
K1V0K6,45.3423598,-75.6893705
K1V0K7,45.3429238,-75.6896837
K1V0M6,45.35137700000001,-75.6693865
K1V0M8,45.3436799,-75.6884214
K1V0T9,45.34964189999999,-75.66987209999999
K1V0V1,45.34964189999999,-75.66987209999999
K1V0V3,45.34964189999999,-75.66987209999999
K1V0V4,45.34964189999999,-75.66987209999999
K1V0W0,45.35093,-75.67031999999999
K1V0W1,45.3758788,-75.63839949999999
K1V0W2,45.3795753,-75.6485488
K1V0W8,45.3541131,-75.64392629999999
K1V1A8,45.3528317,-75.64678830000001
K1V1C5,45.3222621,-75.6893609
K1V1J8,45.3254378,-75.66440759999999
K1V1L1,NA,NA
K1V1N2,NA,NA
K1V2S8,NA,NA
K1V2T6,NA,NA
K1V2T7,NA,NA
K1V2T8,45.3792997,-75.648727
K1V2T9,NA,NA
K1V2W7,NA,NA
K1V2W8,NA,NA
K1V2Z4,NA,NA
K1V2Z8,NA,NA
K1V6A4,45.3795349,-75.6505763
K1V6F5,NA,NA
K1V7P6,45.3791066,-75.6525011
K1V9M9,45.3535928,-75.6726643
K1V9N1,45.3535928,-75.6726643
K1V9N6,45.3470081,-75.66801099999999
K1V9N8,45.3465347,-75.66664949999999
K1V9V5,45.3509596,-75.67901990000001
K1W-0A,NA,NA
K1W0M7,NA,NA
K1W0R9,NA,NA
K1X1X1,NA,NA
K1Y0F5,NA,NA
K1Y1E6,45.4089295,-75.7335749
K1Y1M0,NA,NA
K1Y2M5,45.4072829,-75.7303518
K1Y2Z2,45.4011027,-75.7287588
K1Y3K3,45.3981147,-75.7257429
K1Y4J1,45.4058269,-75.7287474
K1Y4J2,NA,NA
K1Y4P2,NA,NA
K1Y4P3,NA,NA
K1Y4S3,45.402032,-75.7329726
K1Y4S8,45.4039476,-75.7333015
K1Y4V3,45.4025507,-75.7257788
K1Z0C1,NA,NA
K1Z0C5,NA,NA
K1Z0M1,NA,NA
K1Z1A2,45.3873533,-75.7342243
K1Z1A4,45.3962522,-75.7535484
K1Z1A5,45.3958616,-75.7548989
K1Z1A7,45.3850606,-75.74031819999999
K1Z1E7,45.3987707,-75.7503655
K1Z1E8,45.39760709999999,-75.75005469999999
K1Z1H3,NA,NA
K1Z1H8,NA,NA
K1Z1J3,NA,NA
K1Z1L6,NA,NA
K1Z1S7,NA,NA
K1Z6V9,45.3956201,-75.7438497
K1Z7L0,45.3867692,-75.7355233
K1Z836,NA,NA
K1Z8T8,NA,NA
K26B4,NA,NA
K2A1L0,NA,NA
K2A1T2,NA,NA
K2A1T4,45.3870507,-75.7353802
K2A2G6,45.3903786,-75.7586345
K2A2R0,NA,NA
K2A2T0,NA,NA
K2A2W0,NA,NA
K2A2Z0,NA,NA
K2A3Y6,NA,NA
K2A4B5,45.368137,-75.7687199
K2A4B6,45.36876909999999,-75.7677988
K2A4B7,45.369369,-75.7683952
K2A4B8,45.3687715,-75.7689986
K2A4B9,45.36890150000001,-75.7694331
K2A4C1,NA,NA
K2A4C5,NA,NA
K2A4E2,45.372279,-75.7677197
K2A4E4,45.3900965,-75.7581454
K2A4G7,45.3760995,-75.7529656
K2B,39.0879311,-94.5850187
K2B0B6,NA,NA
K2B0G5,NA,NA
K2B1A1,NA,NA
K2B1G1,NA,NA
K2B1H9,NA,NA
K2B1J2,NA,NA
K2B1T2,NA,NA
K2B7G8,45.3501982,-75.8056143
K2B7J8,NA,NA
K2B7P1,NA,NA
K2B7T1,45.3464669,-75.8133986
K2B7W9,NA,NA
K2B8M3,45.3600342,-75.7922365
K2B8N6,45.3574612,-75.8011894
K2B8R3,45.36418459999999,-75.7895344
K2B8R6,45.3647156,-75.7894405
K2B8R7,45.364583,-75.7891325
K2B8R8,45.364912,-75.789366
K2C03H,NA,NA
K2C2K0,NA,NA
K2C3J1,45.3542938,-75.73340999999999
K2C3M1,45.3542938,-75.73340999999999
K2C3S8,45.3542938,-75.73340999999999
K2C3Y7,45.3690272,-75.7020695
K2C3Y9,45.3516288,-75.7595849
K2C3Z2,NA,NA
K2C4L9,NA,NA
K2E0N6,NA,NA
K2E0T4,NA,NA
K2E1B1,45.3605631,-75.73442659999999
K2E1M7,NA,NA
K2E1Y2,NA,NA
K2E5F9,NA,NA
K2E5P4,NA,NA
K2E6J9,45.36094749999999,-75.71860869999999
K2E7M4,NA,NA
K2E7P4,NA,NA
K2E7T2,NA,NA
K2E8E8,NA,NA
K2G1H1,45.3458443,-75.7329026
K2G1Y0,NA,NA
K2G2G0,NA,NA
K2G2Z4,45.3458232,-75.7339142
K2G4R2,45.3481527,-75.7316283
K2G4T4,NA,NA
K2G4T7,NA,NA
K2G4T9,NA,NA
K2G5X7,45.3419558,-75.7629939
K2G5Y3,45.3444535,-75.7302069
K2G6G2,NA,NA
K2H0C4,NA,NA
K2H0C5,NA,NA
K2H0C6,NA,NA
K2H0H4,NA,NA
K2H0P5,NA,NA
K2H0R4,NA,NA
K2H0X2,NA,NA
K2H0X9,NA,NA
K2H1A3,45.33378,-75.8261469
K2H1H1,45.3383738,-75.7926067
K2H1N3,NA,NA
K2H1P8,NA,NA
K2H1W2,NA,NA
K2H5C9,NA,NA
K2H7T7,45.32913,-75.81477029999999
K2H7T8,45.3284794,-75.8190946
K2H7T9,45.3284794,-75.8190946
K2H7V2,NA,NA
K2H8P7,NA,NA
K2H8W9,NA,NA
K2H9G4,NA,NA
K2H9H3,45.3436041,-75.79135749999999
K2H9H4,45.343774,-75.79122149999999
K2H9H6,45.34388,-75.79146779999999
K2H9H7,45.34322969999999,-75.7919471
K2H9H8,45.34453240000001,-75.7921871
K2H9R6,45.3228538,-75.83082399999999
K2H9T1,NA,NA
K2J1C0,NA,NA
K2J4F2,NA,NA
K2J4K3,NA,NA
K2J4X6,45.254591,-75.7257415
K2J6M7,NA,NA
K2J6N2,NA,NA
K2J6N3,NA,NA
K2J6N4,NA,NA
K2J6N5,NA,NA
K2J6N6,45.2478632,-75.751967
K2J6N7,NA,NA
K2J6N8,NA,NA
K2J6N9,45.2614417,-75.7397843
K2J6P1,NA,NA
K2J6P2,45.2621031,-75.7378863
K2J6P3,NA,NA
K2J6P5,NA,NA
K2J6P6,NA,NA
K2J6P7,NA,NA
K2J6P9,NA,NA
K2J6R1,NA,NA
K2J6R2,NA,NA
K2J6R5,45.2613925,-75.75634769999999
K2J6R6,NA,NA
K2J6R7,NA,NA
K2J6R8,NA,NA
K2J6R9,NA,NA
K2J6S1,NA,NA
K2J6S2,NA,NA
K2J6S3,NA,NA
K2J6S4,NA,NA
K2J6T8,NA,NA
K2J6V1,NA,NA
K2J6V4,NA,NA
K2J6X6,NA,NA
K2K0M1,NA,NA
K2K0N8,NA,NA
K2K1M0,NA,NA
K2K1X5,NA,NA
K2K1X6,45.3689452,-76.0140503
K2K1X9,NA,NA
K2K1Z9,NA,NA
K2K2M9,NA,NA
K2K2P4,45.3343797,-75.9063453
K2K3X7,NA,NA
K2K3Z4,NA,NA
K2L1H0,NA,NA
K2L2Y5,45.2925146,-75.8796338
K2L2Z3,45.29364109999999,-75.88145899999999
K2L3B4,NA,NA
K2L3L8,45.3020461,-75.88231429999999
K2L3M1,45.3019884,-75.88363919999999
K2L3M2,45.30238749999999,-75.88443529999999
K2L3M3,45.3025159,-75.8836729
K2L3M4,45.3027046,-75.885173
K2L3M6,45.3030208,-75.88471489999999
K2L4L1,NA,NA
K2M0T9,NA,NA
K2M1J9,NA,NA
K2M1K2,NA,NA
K2M1T0,NA,NA
K2M2C3,45.3020765,-75.8760183
K2M2K0,NA,NA
K2M2N0,NA,NA
K2P0V7,45.4156669,-75.68888969999999
K2P0W1,45.4189268,-75.6935146
K2P1L3,NA,NA
K2P2C5,45.4117118,-75.69183459999999
K2P2L9,45.41826349999999,-75.6985282
K2P2M3,45.419916,-75.69266739999999
K2P2T0,NA,NA
K2S1A2,45.2546817,-75.91686589999999
K2S1A3,45.2546817,-75.91686589999999
K2S1A5,45.2546817,-75.91686589999999
K2S1A6,45.2546817,-75.91686589999999
K2S1A7,45.2546817,-75.91686589999999
K2S1A8,45.2546817,-75.91686589999999
K2S1A9,45.2546817,-75.91686589999999
K2S1B1,45.2546817,-75.91686589999999
K2S1B2,45.2546817,-75.91686589999999
K2S1B3,45.2546817,-75.91686589999999
K2S1B4,45.2546817,-75.91686589999999
K2S1B5,45.2546817,-75.91686589999999
K2S1C2,45.2725721,-75.89992099999999
K2S1G4,NA,NA
K2S1X6,NA,NA
K2S1Z0,NA,NA
K2S2R5,45.2825813,-75.91514579999999
K2S2T6,NA,NA
K2S2V5,NA,NA
K2T0A3,45.3099914,-75.92177509999999
K2T0P2,45.304843,-75.9336879
K2T0P3,NA,NA
K2T0R2,NA,NA
K2T1C5,45.3149432,-75.93862
K2T1Z6,NA,NA
K2V0L6,NA,NA
K2V0N5,NA,NA
K2V0N6,45.2861106,-75.89701939999999
K2V0N7,NA,NA
K2V0N8,45.27191920000001,-75.8816836
K2V0N9,45.27191920000001,-75.8816836
K2V0P1,NA,NA
K2V0P9,NA,NA
K2V0R1,NA,NA
K2V0R2,45.2700548,-75.8784239
K2V0R3,45.2688525,-75.8798602
K2V0R4,45.4761376,-75.5198807
K2V0R5,NA,NA
K2V0R6,NA,NA
K2V0R7,45.2695664,-75.87840539999999
K2V1G4,NA,NA
K4A0C4,45.4722319,-75.4542925
K4A0N6,45.4574806,-75.4937748
K4A1K0,NA,NA
K4A1X0,NA,NA
K4A2H3,45.47017160000001,-75.48912229999999
K4A2H5,45.4764214,-75.49214289999999
K4A2K2,45.4754477,-75.4950686
K4A2X0,NA,NA
K4A3K6,NA,NA
K4A3M1,NA,NA
K4A3W4,45.446535,-75.4822976
K4A3W8,NA,NA
K4A5J6,NA,NA
K4A5J7,NA,NA
K4A5L5,45.4710775,-75.45522799999999
K4A5W3,NA,NA
K4B1A1,NA,NA
K4B1A7,NA,NA
K4B1B1,NA,NA
K4B1B4,NA,NA
K4B1B6,NA,NA
K4B1B8,NA,NA
K4B1C1,NA,NA
K4B1C3,NA,NA
K4B1C5,NA,NA
K4B1C6,NA,NA
K4B1E2,NA,NA
K4B1E4,NA,NA
K4B1E5,NA,NA
K4B1E7,NA,NA
K4B1G1,NA,NA
K4B1G4,NA,NA
K4B1G9,NA,NA
K4B1H2,NA,NA
K4B1J2,45.4218255,-75.426636
K4B1J3,45.4218255,-75.426636
K4B1J4,45.4218255,-75.426636
K4B1J5,45.4218255,-75.426636
K4B1J6,NA,NA
K4B1J7,NA,NA
K4B1K9,NA,NA
K4C0B2,NA,NA
K4C0C1,NA,NA
K4C0C4,NA,NA
K4C1A0,NA,NA
K4C1B2,45.3488485,-75.43806719999999
K4C1B3,45.3488485,-75.43806719999999
K4C1E5,45.516296,-75.4055576
K4C1E6,45.516296,-75.4055576
K4C1E7,45.516296,-75.4055576
K4C1S2,NA,NA
K4C1Y6,NA,NA
K4M0G6,NA,NA
K4M0M4,NA,NA
K4M0N3,NA,NA
K4M0N5,NA,NA
K4M1A0,NA,NA
K4M1A1,45.22527849999999,-75.68795829999999
K4M1A2,45.22527849999999,-75.68795829999999
K4M1A3,45.22527849999999,-75.68795829999999
K4M1A4,45.22527849999999,-75.68795829999999
K4M1A6,45.22527849999999,-75.68795829999999
K4M1A7,45.22527849999999,-75.68795829999999
K4M1A8,45.22527849999999,-75.68795829999999
K4M1A9,45.22527849999999,-75.68795829999999
K4M1B0,45.2338325,-75.6745585
K4M1B1,45.22527849999999,-75.68795829999999
K4M1J0,NA,NA
K4M1V2,NA,NA
K4P1H8,NA,NA
K4P1N4,45.2633315,-75.56043369999999
K4P1N5,45.2633315,-75.56043369999999
K4P1N6,45.2633315,-75.56043369999999
K4P1N9,NA,NA
K7A4T4,44.9020188,-76.0207294
K7A4W6,44.9020188,-76.0207294
K7S3H2,45.4349123,-76.3564019
K7S3L9,45.4349123,-76.3564019
